-2098701,4.928000
-703308,-29.616611
-1840935,-9.435205
-320679,48.576927
-399859,41.412598
-190032,39.033424
-1427184,8.708618
-478272,-92.576614
173808,53.742062
271788,-0.191326
431964,29.817301
508644,9.402253
526536,8.903475
293020,30.108526
109480,30.515162
747040,-41.700577
1233260,10.243420
1230040,10.092030
2192820,-15.747394
2018940,4.598056
2756320,22.243572
113016,57.641392
176726,9.415706
280878,29.854956
330738,0.885293
342372,0.901943
397772,16.393311
-1187637,5.353825
-622149,14.298825
-31428,-1.629120
-39188,0.326631
-763164,-30.423868
-1193379,11.058348
-1896687,-7.686244
-2233377,5.517385
-807636,-24.051430
-1262921,9.091305
-2007213,-4.143457
-2363523,9.437776
-518976,-86.854111
-811536,3.268863
-1289808,-35.763462
-1518768,7.888499
-1572192,8.831491
698640,75.037216
746352,77.822800
751464,77.949181
841776,76.447891
788952,78.002205
788100,77.872353
567432,14.067589
3525900,31.782637
2015720,4.497450
2952740,6.760907
3265080,7.518591
3139500,7.535213
2923760,5.188935
3001040,5.907286
2711240,23.035364
536826,12.175267
485304,0.552231
488628,4.217524
547352,12.109210
513004,13.172607
512450,13.222754
368964,18.304224
537380,12.198444
-397996,-122.763039
-431868,-117.628540
-675323,5.837799
-208492,87.293518
-226236,87.427292
-353771,14.327912
-562263,40.802258
-79152,44.026680
-123772,-23.727499
-196716,10.150674
-2345607,6.534428
-3202296,37.021687
-3067620,38.234200
-3277116,36.621712
-3299562,36.481934
-3696108,22.819897
-3464166,23.507420
-2446662,9.458765
-2842562,-4.871662
-4335105,76.052971
-2478334,10.573555
-3630403,52.141647
-4014426,51.320511
-3860025,51.275940
-3594772,51.240414
-2177664,54.510521
-2086080,57.002609
-2465136,28.980145
-2228544,53.981792
-2243808,52.908630
-2513472,28.010973
-2355744,29.561785
-2353200,29.435322
717384,78.975830
835812,76.597130
545280,12.112677
3158820,6.870920
2060800,-19.279503
7325500,24.545055
543474,12.079327
354560,18.844765
1260350,6.829849
-1073319,-48.050579
-1263849,3.379518
-1308306,3.163786
-1520006,-31.255665
-2318115,0.011389
-1325242,2.054870
-1941289,-23.112478
-2146638,-23.076830
-755229,28.121801
-695343,19.480457
-949304,11.696991
-909380,10.343751
-1074621,22.288790
-971484,11.492520
-978138,13.831995
-1095692,21.537439
-231636,0.006907
-239784,0.387015
-278584,12.419952
-424860,-0.180765
-355796,0.202363
-393432,4.135911
-378300,9.146180
-3460425,23.497000
-2491506,-10.246012
-3628770,22.861300
-3565173,23.687378
-7878546,35.380131
-3689788,52.069328
-3333478,68.571747
-3883779,51.574303
-2533760,-11.639303
-9006725,40.059490
-1694304,-21.813322
-2467680,28.801140
-2424432,29.829666
-5357664,4.598123
-1960342,-23.050673
-1958225,-23.278633
-1409922,-32.268452
-2053490,-23.085772
-2017501,-22.746557
-4458402,0.993002
-1026934,18.659037
-1025825,18.497501
-738594,25.802538
-1075730,22.270273
-1056877,21.194519
-2335554,93.656921
-358900,1.194762
-258408,1.213585
-376360,9.055160
-369764,9.502276
-817128,-2.608159
1855788,9.752838
621904,-48.259537
1085310,-45.182301
189054,-2.505105
235734,2.063343
112032,3.798915
-1924230,4.676364
-644840,-40.446621
-46716,2.808460
-73051,0.700880
-116103,-0.351412
-136713,72.156998
-141522,71.711823
354445,54.756027
132430,13.676660
903640,-16.089592
1491785,17.761272
1487890,17.807768
2652495,-7.999110
2442165,9.459804
3334120,69.268295
839460,5.934291
1312685,-11.857224
2086305,5.174699
2456655,-25.770325
2543070,-19.051619
2954570,1.964685
-1230834,2.397074
-1898985,3.885865
102222,64.424484
127462,51.918221
674832,-44.154396
1055252,9.606047
1677156,-16.159260
1974876,9.056973
476136,-98.536552
744546,3.403954
1183338,-38.497200
1393398,0.551171
-699720,-36.688961
-1094170,7.416763
-1739010,-11.962208
-2047710,6.104771
-2119740,5.823356
-187780,61.459152
-200604,57.825367
-201978,56.148689
-226252,49.268959
-212054,52.816738
-211825,53.670715
-152514,65.704132
4265025,77.350632
2438270,9.471633
3571715,52.360504
3949530,51.454018
3797625,51.457848
3536660,51.561188
3630140,52.149170
3279590,68.742249
3987435,53.685837
3604740,45.251308
3629430,43.808971
4065620,51.341541
3810490,54.558445
3806375,54.511284
2740590,-0.739695
3991550,53.631294
-412472,-117.744720
-447576,-113.489555
-699886,5.779227
-636380,-40.247650
-690540,-36.650738
-1079815,7.666498
-1716195,-11.993042
257448,80.109383
402578,14.117016
639834,36.219395
2074116,9.568993
2831648,25.480001
2712560,27.220928
2897808,25.456482
2917656,25.323339
3268304,10.421552
3063208,10.177566
1442412,1.196884
1675812,-27.750608
2555730,82.855698
1461084,1.182684
2140278,27.151615
2366676,25.386827
2275650,26.726078
2119272,25.899462
-2936080,58.597858
-2812600,60.318851
-3323670,40.893108
-3004680,57.450111
-3025260,58.024502
-3388840,40.635498
-3176180,41.154091
-3172750,41.008713
-192818,53.098782
-224649,49.723793
-146560,72.751091
3820995,51.554115
2492800,-12.539153
8861125,40.030132
4036815,49.363274
2633600,0.320778
9361625,90.098289
-1112358,-45.476006
-1309818,0.434870
-1355892,1.634348
-1575292,-32.244942
-2402430,0.078587
-1373444,-0.531219
-2011898,-23.692652
-2224716,-22.982529
-2305185,-13.053703
-2122395,6.931791
-2897560,58.733006
-2775700,60.214001
-3280065,40.797729
-2965260,57.549625
-2985570,58.089542
-3344380,40.587730
753414,22.697746
779916,22.318300
906116,33.744907
1381890,4.530607
1157254,23.537098
1279668,27.511511
1230450,26.526880
3059900,10.111703
2203128,-10.833324
3208760,10.532168
3152524,10.495717
6966648,27.056684
2175288,26.724920
1965228,55.023033
2289654,25.458517
1493760,-35.116753
5309850,-8.052657
-2284380,-13.034609
-3327100,40.875961
-3268790,41.465618
-7223580,38.326481
-2031644,-23.326921
-2029450,-23.555544
-1461204,-33.344559
-2128180,-23.534100
-2090882,-23.056299
-4620564,1.573488
-3134510,40.904129
-3131125,40.751614
-2254410,-14.004196
-3283450,40.757133
-3225905,41.377537
-7128810,38.443668
1167350,23.188248
840492,29.687374
1224140,26.500237
1202686,24.997381
2657772,69.692657
